reactor_id,timestamp,temperature,pressure,reaction_rate,cooling_efficiency,temp_rate_of_change,label,temp_rolling_avg,pressure_rolling_avg,temp_acceleration,pressure_temp_ratio,cooling_danger
E,11,116.91,3.88,0.55,0.93,-0.204,SAFE,117.01,3.85,-0.144,0.0332,8.18
E,12,117.37,3.83,0.4,0.84,0.256,SAFE,117.08,3.85,0.46,0.0326,18.78
E,13,117.31,3.78,0.43,0.83,-0.277,SAFE,117.16,3.84,-0.533,0.0322,19.94
E,14,117.19,3.83,0.53,0.9,0.127,SAFE,117.17,3.84,0.404,0.0327,11.72
E,15,117.29,3.88,0.58,0.92,-0.037,SAFE,117.21,3.84,-0.164,0.0331,9.38
E,16,116.99,3.89,0.57,0.86,-0.28,SAFE,117.23,3.84,-0.243,0.0333,16.38
E,17,117.09,3.89,0.44,0.85,-0.278,SAFE,117.17,3.85,0.002,0.0332,17.56
E,18,116.83,3.84,0.42,0.97,0.168,SAFE,117.08,3.87,0.446,0.0329,3.5
E,19,116.68,3.83,0.52,0.9,0.142,SAFE,116.98,3.87,-0.026,0.0328,11.67
E,20,116.25,3.79,0.45,0.94,0.249,SAFE,116.77,3.85,0.107,0.0326,6.98
E,21,116.1,3.84,0.45,0.91,-0.183,SAFE,116.59,3.84,-0.432,0.0331,10.45
E,22,116.53,3.85,0.44,0.88,-0.236,SAFE,116.48,3.83,-0.053,0.033,13.98
E,23,116.1,3.83,0.61,0.94,0.274,SAFE,116.33,3.83,0.51,0.033,6.97
E,24,116.48,3.86,0.52,0.92,0.28,SAFE,116.29,3.83,0.006,0.0331,9.32
E,25,116.54,3.88,0.56,0.96,-0.025,SAFE,116.35,3.85,-0.305,0.0333,4.66
E,26,116.5,3.89,0.39,0.84,-0.259,SAFE,116.43,3.86,-0.234,0.0334,18.64
E,27,116.64,3.94,0.54,0.85,-0.111,SAFE,116.45,3.88,0.148,0.0338,17.5
E,28,117.09,3.94,0.38,0.94,-0.151,SAFE,116.65,3.9,-0.04,0.0336,7.03
E,29,116.68,3.96,0.58,0.83,0.259,SAFE,116.69,3.92,0.41,0.0339,19.84
E,30,116.66,3.95,0.59,0.86,0.268,SAFE,116.71,3.94,0.009,0.0339,16.33
E,31,116.84,3.99,0.5,0.85,0.141,SAFE,116.78,3.96,-0.127,0.0341,17.53
E,32,117.22,3.96,0.43,0.86,0.071,SAFE,116.9,3.96,-0.07,0.0338,16.41
E,33,116.87,3.92,0.6,0.92,0.098,SAFE,116.85,3.96,0.027,0.0335,9.35
E,34,116.99,3.95,0.51,0.83,-0.011,SAFE,116.92,3.95,-0.109,0.0338,19.89
E,35,117.11,3.94,0.62,0.95,0.221,SAFE,117.01,3.95,0.232,0.0336,5.86
E,36,117.1,3.99,0.6,0.86,-0.167,SAFE,117.06,3.95,-0.388,0.0341,16.39
E,37,117.18,3.95,0.57,0.89,0.024,SAFE,117.05,3.95,0.191,0.0337,12.89
E,38,117.18,3.94,0.54,0.85,0.286,SAFE,117.11,3.95,0.262,0.0336,17.58
E,39,117.38,3.93,0.55,0.82,-0.174,SAFE,117.19,3.95,-0.46,0.0335,21.13
E,40,117.46,3.92,0.53,0.86,0.029,SAFE,117.26,3.95,0.203,0.0334,16.44
E,41,117.19,3.91,0.53,0.87,-0.001,SAFE,117.28,3.93,-0.03,0.0334,15.23
E,42,116.9,3.93,0.47,0.95,-0.132,SAFE,117.22,3.93,-0.131,0.0336,5.85
E,43,116.58,3.9,0.52,0.85,-0.24,SAFE,117.1,3.92,-0.108,0.0335,17.49
E,44,116.35,3.87,0.48,0.88,-0.212,SAFE,116.9,3.91,0.028,0.0333,13.96
E,45,116.81,3.84,0.57,0.85,-0.0,SAFE,116.77,3.89,0.212,0.0329,17.52
E,46,117.31,3.87,0.5,0.93,0.171,SAFE,116.79,3.88,0.171,0.033,8.21
E,47,117.11,3.88,0.52,0.88,0.114,SAFE,116.83,3.87,-0.057,0.0331,14.05
E,48,116.67,3.91,0.49,0.91,-0.03,SAFE,116.85,3.87,-0.144,0.0335,10.5
E,49,116.5,3.89,0.51,0.96,-0.145,SAFE,116.88,3.88,-0.115,0.0334,4.66
E,50,116.02,3.86,0.59,0.96,-0.181,SAFE,116.72,3.88,-0.036,0.0333,4.64
E,51,116.1,3.87,0.42,0.94,-0.087,SAFE,116.48,3.88,0.094,0.0333,6.97
E,52,116.27,3.87,0.56,0.95,-0.071,SAFE,116.31,3.88,0.016,0.0333,5.81
E,53,116.06,3.88,0.41,0.85,0.185,SAFE,116.19,3.87,0.256,0.0334,17.41
E,54,115.9,3.9,0.52,0.95,-0.257,SAFE,116.07,3.88,-0.442,0.0336,5.8
E,55,115.56,3.87,0.46,0.86,-0.14,SAFE,115.98,3.88,0.117,0.0335,16.18
E,56,115.7,3.85,0.49,0.95,-0.082,SAFE,115.9,3.87,0.058,0.0333,5.79
E,57,115.79,3.89,0.48,0.85,-0.286,SAFE,115.8,3.88,-0.204,0.0336,17.37
E,58,116.02,3.91,0.61,0.93,-0.252,SAFE,115.79,3.88,0.034,0.0337,8.12
E,59,115.68,3.87,0.4,0.95,0.029,SAFE,115.75,3.88,0.281,0.0335,5.78
E,60,115.21,3.86,0.56,0.83,-0.143,SAFE,115.68,3.88,-0.172,0.0335,19.59
E,61,114.87,3.87,0.59,0.87,-0.152,SAFE,115.51,3.88,-0.009,0.0337,14.93
E,62,114.65,3.89,0.41,0.95,-0.283,SAFE,115.29,3.88,-0.131,0.0339,5.73
E,63,114.81,3.92,0.46,0.89,0.285,SAFE,115.04,3.88,0.568,0.0341,12.63
E,64,114.85,3.9,0.49,0.97,0.119,SAFE,114.88,3.89,-0.166,0.034,3.45
E,65,114.53,3.91,0.53,0.92,0.038,SAFE,114.74,3.9,-0.081,0.0341,9.16
E,66,114.56,3.92,0.45,0.87,0.024,SAFE,114.68,3.91,-0.014,0.0342,14.89
E,67,114.86,3.92,0.47,0.86,-0.118,SAFE,114.72,3.91,-0.142,0.0341,16.08
E,68,114.36,3.95,0.58,0.87,-0.018,SAFE,114.63,3.92,0.1,0.0345,14.87
E,69,113.87,3.99,0.61,0.89,-0.295,SAFE,114.44,3.94,-0.277,0.035,12.53
E,70,113.8,3.97,0.44,0.82,-0.076,SAFE,114.29,3.95,0.219,0.0349,20.48
E,71,113.71,3.98,0.47,0.84,0.142,SAFE,114.12,3.96,0.218,0.035,18.19
E,72,113.6,3.96,0.44,0.88,-0.156,SAFE,113.87,3.97,-0.298,0.0349,13.63
E,73,113.86,4.01,0.57,0.92,-0.129,SAFE,113.77,3.98,0.027,0.0352,9.11
E,74,114.11,4.04,0.48,0.95,-0.191,SAFE,113.82,3.99,-0.062,0.0354,5.71
E,75,113.9,4.05,0.53,0.86,0.074,SAFE,113.84,4.01,0.265,0.0356,15.95
E,76,113.59,4.0,0.39,0.9,-0.188,SAFE,113.81,4.01,-0.262,0.0352,11.36
E,77,113.19,3.98,0.55,0.93,-0.16,SAFE,113.73,4.02,0.028,0.0352,7.92
E,78,112.84,3.98,0.46,0.87,0.18,SAFE,113.53,4.01,0.34,0.0353,14.67
E,79,113.34,3.97,0.57,0.87,0.206,SAFE,113.37,4.0,0.026,0.035,14.73
E,80,136.38,4.73,0.69,0.77,0.407,WARNING,117.87,4.13,0.201,0.0347,31.37
E,81,137.95,4.86,0.61,0.77,1.542,WARNING,122.74,4.3,1.135,0.0352,31.73
E,82,138.62,4.99,0.76,0.76,0.964,WARNING,127.83,4.51,-0.578,0.036,33.27
E,83,139.61,5.11,0.82,0.76,1.082,WARNING,133.18,4.73,0.118,0.0366,33.51
E,84,140.93,5.19,0.73,0.75,0.785,WARNING,138.7,4.98,-0.297,0.0368,35.23
E,85,142.64,5.3,0.73,0.75,0.68,WARNING,139.95,5.09,-0.105,0.0372,35.66
E,86,144.27,5.43,0.61,0.75,0.627,WARNING,141.21,5.2,-0.053,0.0376,36.07
E,87,145.06,5.5,0.61,0.74,0.714,WARNING,142.5,5.31,0.087,0.0379,37.72
E,88,145.37,5.55,0.69,0.73,1.475,WARNING,143.65,5.39,0.761,0.0382,39.25
E,89,146.23,5.61,0.6,0.73,0.537,WARNING,144.71,5.48,-0.938,0.0384,39.48
E,90,147.92,5.76,0.59,0.72,1.238,WARNING,145.77,5.57,0.701,0.0389,41.42
E,91,149.28,5.89,0.64,0.71,0.489,WARNING,146.77,5.66,-0.749,0.0395,43.29
E,92,150.76,6.02,0.69,0.71,1.508,WARNING,147.91,5.77,1.019,0.0399,43.72
E,93,152.09,6.1,0.8,0.7,0.502,WARNING,149.26,5.88,-1.006,0.0401,45.63
E,94,153.05,6.18,0.63,0.7,1.346,WARNING,150.62,5.99,0.844,0.0404,45.92
E,95,153.87,6.31,0.78,0.69,0.713,WARNING,151.81,6.1,-0.633,0.041,47.7
E,96,155.0,6.36,0.65,0.69,0.533,WARNING,152.95,6.19,-0.18,0.041,48.05
E,97,155.85,6.41,0.67,0.68,1.257,WARNING,153.97,6.27,0.724,0.0411,49.87
E,98,156.18,6.55,0.64,0.68,1.464,WARNING,154.79,6.36,0.207,0.0419,49.98
E,99,157.47,6.65,0.71,0.67,0.881,WARNING,155.67,6.46,-0.583,0.0422,51.97
E,100,158.6,6.76,0.73,0.67,0.784,WARNING,156.62,6.55,-0.097,0.0426,52.34
E,101,159.68,6.82,0.61,0.66,1.553,WARNING,157.56,6.64,0.769,0.0427,54.29
E,102,160.28,6.92,0.72,0.65,0.448,WARNING,158.44,6.74,-1.105,0.0432,56.1
E,103,161.57,7.02,0.64,0.65,1.352,WARNING,159.52,6.83,0.904,0.0434,56.55
E,104,162.78,7.08,0.63,0.64,1.695,WARNING,160.58,6.92,0.343,0.0435,58.6
E,105,164.41,7.14,0.59,0.64,1.502,WARNING,161.74,7.0,-0.193,0.0434,59.19
E,106,166.12,7.23,0.75,0.63,0.854,WARNING,163.03,7.08,-0.648,0.0435,61.46
E,107,166.82,7.28,0.65,0.62,0.406,WARNING,164.34,7.15,-0.448,0.0436,63.39
E,108,168.56,7.34,0.71,0.62,1.388,WARNING,165.74,7.21,0.982,0.0435,64.05
E,109,169.65,7.42,0.62,0.61,1.238,WARNING,167.11,7.28,-0.15,0.0437,66.16
E,110,170.57,7.48,0.67,0.61,1.258,WARNING,168.34,7.35,0.02,0.0439,66.52
E,111,171.87,7.62,0.62,0.6,0.55,WARNING,169.49,7.43,-0.708,0.0443,68.75
E,112,172.68,7.68,0.69,0.6,1.798,WARNING,170.67,7.51,1.248,0.0445,69.07
E,113,173.45,7.83,0.67,0.59,0.787,WARNING,171.64,7.61,-1.011,0.0451,71.11
E,114,174.4,7.95,0.72,0.58,1.213,WARNING,172.59,7.71,0.426,0.0456,73.25
E,115,175.84,8.1,0.81,0.58,0.681,WARNING,173.65,7.84,-0.532,0.0461,73.85
E,116,176.74,8.22,0.72,0.57,1.774,WARNING,174.62,7.96,1.093,0.0465,76.0
E,117,178.53,8.3,0.63,0.57,0.751,WARNING,175.79,8.08,-1.023,0.0465,76.77
E,118,178.86,8.43,0.65,0.56,1.335,WARNING,176.87,8.2,0.584,0.0471,78.7
E,119,180.0,8.57,0.59,0.56,0.532,WARNING,177.99,8.32,-0.803,0.0476,79.2
E,120,180.5,8.66,0.64,0.55,1.173,WARNING,178.93,8.44,0.641,0.048,81.22
E,121,180.94,8.75,0.76,0.54,1.677,WARNING,179.77,8.54,0.504,0.0484,83.23
E,122,182.43,8.82,0.75,0.54,1.539,WARNING,180.55,8.65,-0.138,0.0483,83.92
E,123,184.09,8.93,0.76,0.53,0.751,WARNING,181.59,8.75,-0.788,0.0485,86.52
E,124,184.51,8.98,0.66,0.53,1.456,WARNING,182.49,8.83,0.705,0.0487,86.72
E,125,185.44,9.12,0.63,0.52,1.605,WARNING,183.48,8.92,0.149,0.0492,89.01
E,126,186.64,9.17,0.67,0.51,1.466,WARNING,184.62,9.0,-0.139,0.0491,91.45
E,127,187.0,9.27,0.7,0.51,0.524,WARNING,185.54,9.09,-0.942,0.0496,91.63
E,128,187.38,9.4,0.69,0.5,0.889,WARNING,186.19,9.19,0.365,0.0502,93.69
E,129,188.43,9.47,0.67,0.5,0.735,WARNING,186.98,9.29,-0.154,0.0503,94.22
E,130,188.86,9.58,0.68,0.5,0.374,WARNING,187.66,9.38,-0.361,0.0507,94.43
E,131,189.91,9.7,0.61,0.5,0.496,WARNING,188.32,9.48,0.122,0.0511,94.96
E,132,190.94,9.82,0.73,0.5,0.594,WARNING,189.1,9.59,0.098,0.0514,95.47
E,133,191.61,9.88,0.66,0.5,1.465,WARNING,189.95,9.69,0.871,0.0516,95.8
E,134,192.05,9.99,0.66,0.5,0.935,WARNING,190.67,9.79,-0.53,0.052,96.02
E,135,193.24,10.05,0.82,0.5,0.757,WARNING,191.55,9.89,-0.178,0.052,96.62
E,136,195.02,10.14,0.59,0.5,0.519,WARNING,192.57,9.98,-0.238,0.052,97.51
E,137,195.62,10.23,0.78,0.5,1.437,WARNING,193.51,10.06,0.918,0.0523,97.81
E,138,196.0,10.37,0.79,0.5,1.69,WARNING,194.39,10.16,0.253,0.0529,98.0
E,139,196.32,10.49,0.69,0.5,0.467,WARNING,195.24,10.26,-1.223,0.0534,98.16
E,140,164.59,7.48,0.9,0.44,3.315,CRITICAL,189.51,9.74,2.848,0.0454,92.17
E,141,168.13,7.88,0.94,0.43,3.065,CRITICAL,184.13,9.29,-0.25,0.0469,95.83
E,142,170.7,8.31,0.83,0.42,2.674,CRITICAL,179.15,8.91,-0.391,0.0487,99.01
E,143,174.34,8.83,0.93,0.4,2.712,CRITICAL,174.82,8.6,0.038,0.0506,104.6
E,144,176.87,9.18,0.93,0.4,5.908,CRITICAL,170.93,8.34,3.196,0.0519,106.12
E,145,182.83,9.39,0.85,0.38,5.098,CRITICAL,174.57,8.72,-0.81,0.0514,113.35
E,146,186.85,9.98,0.97,0.38,3.762,CRITICAL,178.32,9.14,-1.336,0.0534,115.85
E,147,191.47,10.25,0.99,0.37,4.332,CRITICAL,182.47,9.53,0.57,0.0535,120.63
E,148,194.06,10.55,0.88,0.36,3.834,CRITICAL,186.42,9.87,-0.498,0.0544,124.2
E,149,197.19,10.89,0.85,0.35,5.001,CRITICAL,190.48,10.21,1.167,0.0552,128.17
E,150,203.6,11.29,0.98,0.34,5.003,CRITICAL,194.63,10.59,0.002,0.0555,134.38
E,151,209.66,11.82,0.86,0.33,4.72,CRITICAL,199.2,10.96,-0.283,0.0564,140.47
E,152,212.77,12.38,0.88,0.32,2.851,CRITICAL,203.46,11.39,-1.869,0.0582,144.68
E,153,219.11,12.82,0.85,0.31,3.41,CRITICAL,208.47,11.84,0.559,0.0585,151.19
E,154,222.22,13.41,0.91,0.29,3.817,CRITICAL,213.47,12.34,0.407,0.0603,157.78
E,155,225.55,13.67,0.97,0.28,5.7,CRITICAL,217.86,12.82,1.883,0.0606,162.4
E,156,229.29,14.15,1.0,0.27,3.041,CRITICAL,221.79,13.29,-2.659,0.0617,167.38
E,157,235.69,14.41,0.86,0.26,6.168,CRITICAL,226.37,13.69,3.127,0.0611,174.41
E,158,240.42,14.99,0.98,0.25,3.77,CRITICAL,230.63,14.13,-2.398,0.0623,180.32
E,159,245.83,15.49,0.88,0.24,4.156,CRITICAL,235.36,14.54,0.386,0.063,186.83
E,160,250.1,16.06,0.85,0.22,6.233,CRITICAL,240.27,15.02,2.077,0.0642,195.08
E,161,255.72,16.31,0.92,0.22,5.55,CRITICAL,245.55,15.45,-0.683,0.0638,199.46
E,162,259.28,16.73,0.94,0.21,3.429,CRITICAL,250.27,15.92,-2.121,0.0645,204.83
E,163,263.22,17.21,0.92,0.2,4.509,CRITICAL,254.83,16.36,1.08,0.0654,210.58
E,164,268.57,17.56,0.83,0.19,4.466,CRITICAL,259.38,16.77,-0.043,0.0654,217.54
E,165,271.84,17.77,0.85,0.17,2.56,CRITICAL,263.73,17.12,-1.906,0.0654,225.63
E,166,275.99,18.27,0.81,0.16,5.531,CRITICAL,267.78,17.51,2.971,0.0662,231.83
E,167,282.2,18.86,0.86,0.15,4.46,CRITICAL,272.36,17.93,-1.071,0.0668,239.87
E,168,286.53,19.16,0.95,0.14,2.667,CRITICAL,277.03,18.32,-1.793,0.0669,246.42
E,169,290.55,19.49,0.92,0.13,5.47,CRITICAL,281.42,18.71,2.803,0.0671,252.78
E,170,295.15,20.04,0.89,0.11,4.583,CRITICAL,286.08,19.16,-0.887,0.0679,262.68
E,171,300.96,20.25,0.88,0.1,4.575,CRITICAL,291.08,19.56,-0.008,0.0673,270.86
E,172,306.4,20.68,0.81,0.1,5.023,CRITICAL,295.92,19.92,0.448,0.0675,275.76
E,173,310.07,21.04,0.89,0.1,5.81,CRITICAL,300.63,20.3,0.787,0.0679,279.06
E,174,314.26,21.48,0.83,0.1,4.568,CRITICAL,305.37,20.7,-1.242,0.0684,282.83
E,175,320.08,21.86,0.96,0.1,2.953,CRITICAL,310.35,21.06,-1.615,0.0683,288.07
E,176,326.33,22.34,0.89,0.1,4.154,CRITICAL,315.43,21.48,1.201,0.0685,293.7
E,177,329.54,22.78,0.89,0.1,3.308,CRITICAL,320.06,21.9,-0.846,0.0691,296.59
E,178,333.04,23.25,0.94,0.1,5.686,CRITICAL,324.65,22.34,2.378,0.0698,299.74
E,179,336.04,23.5,0.9,0.1,3.952,CRITICAL,329.01,22.75,-1.734,0.0699,302.44
E,180,340.08,24.02,0.88,0.1,6.299,CRITICAL,333.01,23.18,2.347,0.0706,306.07
E,181,344.1,24.52,0.93,0.1,4.762,CRITICAL,336.56,23.61,-1.537,0.0713,309.69
E,182,347.2,25.07,0.88,0.1,5.348,CRITICAL,340.09,24.07,0.586,0.0722,312.48
E,183,350.94,25.58,0.82,0.1,5.006,CRITICAL,343.67,24.54,-0.342,0.0729,315.85
E,184,353.96,25.86,0.89,0.1,3.512,CRITICAL,347.26,25.01,-1.494,0.0731,318.56
E,185,359.88,26.28,0.85,0.1,6.031,CRITICAL,351.22,25.46,2.519,0.073,323.89
E,186,364.74,26.67,0.92,0.1,2.818,CRITICAL,355.34,25.89,-3.213,0.0731,328.27
E,187,368.22,27.09,0.97,0.1,4.73,CRITICAL,359.55,26.3,1.912,0.0736,331.4
E,188,370.91,27.35,0.97,0.1,2.647,CRITICAL,363.54,26.65,-2.083,0.0737,333.82
E,189,376.08,27.88,0.81,0.1,6.182,CRITICAL,367.97,27.05,3.535,0.0741,338.47
E,190,380.25,28.15,0.94,0.1,4.944,CRITICAL,372.04,27.43,-1.238,0.074,342.22
E,191,385.13,28.67,0.92,0.1,4.321,CRITICAL,376.12,27.83,-0.623,0.0744,346.62
E,192,391.36,28.9,0.88,0.1,3.974,CRITICAL,380.75,28.19,-0.347,0.0738,352.22
E,193,394.13,29.27,0.83,0.1,3.671,CRITICAL,385.39,28.57,-0.303,0.0743,354.72
E,194,399.4,29.58,0.94,0.1,4.599,CRITICAL,390.05,28.91,0.928,0.0741,359.46
E,195,404.35,29.83,1.0,0.1,5.016,CRITICAL,394.87,29.25,0.417,0.0738,363.92
E,196,408.79,30.3,0.86,0.1,6.445,CRITICAL,399.61,29.58,1.429,0.0741,367.91
E,197,413.72,30.63,0.87,0.1,6.48,CRITICAL,404.08,29.92,0.035,0.074,372.35
E,198,416.74,31.06,0.9,0.1,5.027,CRITICAL,408.6,30.28,-1.453,0.0745,375.07
E,199,419.96,31.5,0.8,0.1,6.417,CRITICAL,412.71,30.66,1.39,0.075,377.96
